StartDate,EndDate,Status,Progress,Duration,Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent,Gender,Age,Ethnicity,Sexuality,Victim_known,False_acc_known,Verdict,Likert_verdict,Confidence,Sentence,Credibility,Responsibility,Empathy,SA1,SA2,SA3,SA4,SA5,SA6,MT1,MT2,MT3,F1,MT4,MT5,MT6,NR1,NR2,NR3,NR4,NR5,F2,LI1,LI2,LI3,LI4,LI5,LI6
14/07/2020 08:12,14/07/2020 08:23,0,100,614,1,14/07/2020 08:23,R_2U60xrnc6oXDCLQ,anonymous,EN,1,2,31,1,1,1,1,0,6,50,1,5,4,5,1,1,1,1,1,5,3,4,6,7,6,1,2,1,1,1,1,5,6,5,4,5,1,2,1
14/07/2020 08:12,14/07/2020 08:23,0,100,661,1,14/07/2020 08:23,R_23WF4P5dQG9joHJ,anonymous,EN,1,2,51,1,1,2,1,1,6,81,3,7,5,3,5,5,1,6,2,4,6,2,5,7,4,1,1,1,1,1,1,2,7,4,4,4,4,4,2
14/07/2020 08:08,14/07/2020 08:23,0,100,923,1,14/07/2020 08:23,R_2w7fePlJ3gUb6wV,anonymous,EN,1,2,33,1,1,1,1,1,6,80,7,5,4,3,2,1,1,1,1,2,2,1,2,7,2,1,1,1,1,1,1,2,7,4,2,4,1,2,1
14/07/2020 08:15,14/07/2020 08:23,0,100,494,1,14/07/2020 08:23,R_1QhhFKU5J6LKknn,anonymous,EN,1,2,27,1,1,1,1,0,5,70,0,6,1,5,1,1,1,1,2,1,2,1,5,7,1,1,1,5,1,1,1,3,7,4,5,3,3,3,1
14/07/2020 08:13,14/07/2020 08:23,0,100,584,1,14/07/2020 08:23,R_3iOplfJGrm9Wpei,anonymous,EN,1,2,32,1,2,3,2,1,6,80,10,6,1,5,1,1,1,1,1,2,1,2,1,7,2,1,1,1,1,1,1,1,7,2,2,2,1,3,1
14/07/2020 08:08,14/07/2020 08:23,0,100,908,1,14/07/2020 08:23,R_2zih7uTMw5oq7Fl,anonymous,EN,1,2,25,1,1,2,1,1,5,25,3,3,4,4,1,1,1,1,2,5,5,3,7,7,5,2,1,1,1,1,1,2,7,2,2,2,2,2,1
14/07/2020 08:11,14/07/2020 08:24,0,100,729,1,14/07/2020 08:24,R_SUypFhHgtmEDIZP,anonymous,EN,1,1,,5,1,1,1,0,5,30,4,6,6,3,5,1,1,1,1,1,1,1,1,4,1,1,7,6,6,1,1,7,7,3,4,3,4,3,2
14/07/2020 08:18,14/07/2020 08:24,0,100,372,1,14/07/2020 08:24,R_wLYTmUJkHk0i5vH,anonymous,EN,1,3,22,1,3,2,2,1,6,60,2,6,1,4,1,1,1,1,1,2,1,1,1,7,2,2,1,1,1,1,1,1,7,1,2,1,1,1,1
14/07/2020 08:15,14/07/2020 08:24,0,100,550,1,14/07/2020 08:24,R_2WTHaaZz9ys1NLr,anonymous,EN,1,2,24,1,1,2,1,1,6,73,10,6,1,4,2,1,1,1,1,1,1,1,5,6,1,1,1,1,1,1,1,1,7,1,3,2,1,2,1
14/07/2020 08:18,14/07/2020 08:24,0,100,371,1,14/07/2020 08:24,R_Ug5qNDyw6L3eZWh,anonymous,EN,1,2,21,1,1,2,2,1,6,34,10,6,1,5,1,1,1,1,1,1,1,4,1,7,4,1,1,1,1,1,1,1,7,1,1,1,1,1,1
14/07/2020 08:15,14/07/2020 08:24,0,100,545,1,14/07/2020 08:24,R_2ves4pl0frd61SD,anonymous,EN,1,2,44,1,1,1,1,0,3,75,0,3,5,2,4,2,3,5,2,6,5,6,4,5,6,4,2,2,1,1,1,5,4,4,3,3,1,5,2
14/07/2020 08:17,14/07/2020 08:24,0,100,421,1,14/07/2020 08:24,R_3R7ywa57md43Wig,anonymous,EN,1,2,,1,1,1,1,1,4,49,6,6,4,3,2,1,1,2,1,2,1,2,1,6,2,1,1,1,1,1,1,1,7,1,2,2,1,1,1
14/07/2020 08:09,14/07/2020 08:24,0,100,891,1,14/07/2020 08:24,R_2EhJPfDYCU8AwTO,anonymous,EN,1,2,23,1,1,1,1,0,6,90,2,6,5,3,1,1,1,2,1,2,1,1,1,5,4,4,4,4,5,1,1,3,7,3,4,4,4,4,1
14/07/2020 07:58,14/07/2020 08:24,0,100,1585,1,14/07/2020 08:24,R_3Ms2JKqZL2jPJRK,anonymous,EN,1,1,44,1,1,1,1,0,5,50,0,3,6,3,4,1,5,4,2,5,2,4,4,7,2,1,3,1,1,1,1,2,7,4,4,4,4,4,2
14/07/2020 08:08,14/07/2020 08:24,0,100,1008,1,14/07/2020 08:24,R_26lPYx2sU1UWVwR,anonymous,EN,1,2,30,1,1,2,1,0,4,50,2,3,7,2,5,3,4,6,1,6,1,4,1,5,3,1,2,5,4,3,1,7,7,7,7,7,5,7,6
14/07/2020 08:07,14/07/2020 08:25,0,100,1075,1,14/07/2020 08:25,R_2zjquYJ1WWbScQP,anonymous,EN,1,2,21,1,1,1,1,1,6,75,3,6,3,4,2,1,3,1,1,2,4,3,2,6,1,1,1,1,1,1,1,1,7,1,3,1,4,2,1
14/07/2020 08:14,14/07/2020 08:25,0,100,674,1,14/07/2020 08:25,R_2YR5MI1MgWp8IiQ,anonymous,EN,1,1,43,1,1,1,1,0,4,50,0,4,4,3,1,1,1,1,1,1,1,1,1,6,2,1,1,1,1,1,1,2,5,4,4,2,2,2,1
14/07/2020 08:13,14/07/2020 08:25,0,100,693,1,14/07/2020 08:25,R_pFc2EWIwhWfqtR7,anonymous,EN,1,2,37,1,2,3,2,1,6,78,1,6,1,3,1,1,1,1,1,4,2,2,1,7,4,1,1,1,1,1,1,4,5,2,1,1,1,1,1
14/07/2020 08:16,14/07/2020 08:25,0,100,543,1,14/07/2020 08:25,R_2D1Fuv9KHlg8OHc,anonymous,EN,1,2,25,1,1,1,1,1,6,80,2,6,3,4,5,1,1,2,1,3,3,3,2,6,1,1,1,1,1,1,1,4,7,3,5,3,3,3,1
14/07/2020 08:16,14/07/2020 08:25,0,100,567,1,14/07/2020 08:25,R_3qJQV6E6Nr5fZAd,anonymous,EN,1,2,27,1,1,3,1,0,4,82,0,5,5,3,1,1,1,5,4,1,5,3,3,6,6,2,1,1,1,1,1,3,7,5,5,5,4,5,1
14/07/2020 08:16,14/07/2020 08:25,0,100,554,1,14/07/2020 08:25,R_DvnIXsny12Ee1qh,anonymous,EN,1,2,41,1,1,1,1,0,6,70,0,6,1,4,1,1,1,2,1,2,1,1,1,5,1,1,1,1,1,1,1,2,7,2,3,2,2,1,1
14/07/2020 08:14,14/07/2020 08:25,0,100,693,1,14/07/2020 08:25,R_2xEF1jLDxeHHIEs,anonymous,EN,1,1,22,1,1,1,1,0,5,45,0,5,6,2,5,2,2,3,6,5,4,6,3,7,3,1,4,2,2,2,2,2,6,5,5,4,3,5,3
14/07/2020 08:03,14/07/2020 08:26,0,100,1365,1,14/07/2020 08:26,R_3isU9HoUSsNYlC3,anonymous,EN,1,2,22,1,1,2,1,1,6,75,3,7,2,5,1,1,1,2,1,5,1,2,1,7,2,1,3,2,1,2,1,3,7,1,1,2,5,1,1
14/07/2020 08:12,14/07/2020 08:26,0,100,827,1,14/07/2020 08:26,R_22mqbeQ9Hf8AKbl,anonymous,EN,1,2,45,1,1,1,1,0,3,42,0,4,5,3,1,1,1,1,1,2,1,2,2,6,1,1,1,1,2,4,1,4,7,4,5,4,2,4,3
14/07/2020 08:14,14/07/2020 08:26,0,100,703,1,14/07/2020 08:26,R_2OPj9867r6vhtjw,anonymous,EN,1,2,31,1,1,1,1,1,6,80,2,6,4,3,2,2,1,3,1,5,6,4,4,7,2,2,2,2,1,1,1,2,7,4,5,4,2,2,4
14/07/2020 08:03,14/07/2020 08:26,0,100,1390,1,14/07/2020 08:26,R_riEZgpwkhrKCUVP,anonymous,EN,1,2,41,1,1,1,1,1,6,29,0,6,4,4,1,1,1,1,1,2,1,1,1,7,2,1,1,1,1,1,1,2,7,2,2,1,1,2,1
14/07/2020 08:13,14/07/2020 08:26,0,100,799,1,14/07/2020 08:26,R_3ixLNXu1wA7hZBP,anonymous,EN,1,2,,1,1,3,1,0,4,60,0,4,4,3,4,1,2,1,5,5,3,4,1,6,2,3,3,1,1,1,1,6,6,2,1,2,1,4,2
14/07/2020 08:08,14/07/2020 08:26,0,100,1066,1,14/07/2020 08:26,R_2zbYItepYIUo0hM,anonymous,EN,1,1,21,1,1,1,2,1,6,50,2,2,4,2,2,4,2,5,3,6,7,5,5,6,4,4,2,1,1,1,1,7,6,5,5,5,4,4,3
14/07/2020 08:17,14/07/2020 08:26,0,100,561,1,14/07/2020 08:26,R_3GDPdeGdqPqmLvv,anonymous,EN,1,2,35,1,1,1,1,1,6,81,6,6,1,5,1,1,1,1,2,2,3,2,3,7,1,1,1,1,1,1,1,2,7,1,1,1,1,1,1
14/07/2020 08:12,14/07/2020 08:26,0,100,841,1,14/07/2020 08:26,R_Z44KvgrFLM0mWch,anonymous,EN,1,2,31,1,1,1,1,0,5,71,2,5,4,2,1,1,1,5,2,5,5,2,4,4,4,4,4,1,2,4,1,2,7,4,5,4,4,4,4
14/07/2020 08:13,14/07/2020 08:26,0,100,775,1,14/07/2020 08:26,R_1OCbaSX0hewWy6w,anonymous,EN,1,1,33,1,1,1,1,0,6,40,0,6,4,4,1,1,1,1,2,6,5,4,5,7,5,2,4,5,2,1,1,5,7,3,3,2,3,2,1
14/07/2020 08:15,14/07/2020 08:26,0,100,674,1,14/07/2020 08:26,R_XFya9Y9xbTgHJbb,anonymous,EN,1,2,31,1,1,1,1,1,7,40,2,7,5,5,1,1,1,1,1,1,7,1,1,7,5,1,1,1,1,1,1,1,7,1,6,1,1,1,1
14/07/2020 08:10,14/07/2020 08:26,0,100,992,1,14/07/2020 08:26,R_2XiCtqh1tvhUDXO,anonymous,EN,1,2,25,5,1,1,1,1,7,100,8,7,1,5,1,1,1,1,1,1,1,1,1,7,1,2,2,2,1,1,1,1,7,2,2,1,1,1,1
14/07/2020 08:14,14/07/2020 08:26,0,100,736,1,14/07/2020 08:26,R_1IGGZpNGEaDjo1G,anonymous,EN,1,1,37,1,3,1,1,1,6,75,3,7,4,4,2,5,1,4,2,5,7,4,6,5,1,1,2,2,2,1,1,1,7,1,1,1,1,2,1
14/07/2020 08:18,14/07/2020 08:27,0,100,539,1,14/07/2020 08:27,R_2TvmlVDQxhAsDS7,anonymous,EN,1,2,19,1,1,1,1,0,2,76,0,5,2,4,2,1,1,3,2,3,5,4,4,7,4,4,2,2,1,1,1,2,7,2,2,1,1,1,1
14/07/2020 08:14,14/07/2020 08:27,0,100,775,1,14/07/2020 08:27,R_3IaYuv5bbjyyhuP,anonymous,EN,1,6,28,1,4,2,1,1,7,80,10,7,1,3,1,1,1,1,1,1,2,1,2,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1
14/07/2020 07:57,14/07/2020 08:27,0,100,1783,1,14/07/2020 08:27,R_3G1BUCoXdpoBYuj,anonymous,EN,1,2,37,1,1,3,1,1,7,100,10,6,2,5,1,1,1,2,1,1,6,2,5,7,1,1,1,1,1,1,1,2,7,2,4,2,1,4,1
14/07/2020 08:13,14/07/2020 08:27,0,100,824,1,14/07/2020 08:27,R_2vf6jJvkhol7JMf,anonymous,EN,1,1,33,1,1,2,2,0,4,90,0,5,5,1,3,2,2,2,3,5,4,4,4,3,4,4,4,3,3,3,3,5,7,4,4,4,4,4,4
14/07/2020 08:21,14/07/2020 08:27,0,100,367,1,14/07/2020 08:27,R_1FgFAvKl21SfQVb,anonymous,EN,1,2,33,1,1,2,1,1,6,80,5,6,1,5,1,1,1,1,1,1,4,2,2,6,2,1,1,2,1,1,1,2,7,2,2,1,1,2,1
14/07/2020 08:16,14/07/2020 08:27,0,100,668,1,14/07/2020 08:27,R_2S2X22U7iKdXwFS,anonymous,EN,1,2,26,1,1,1,1,1,6,85,5,7,1,5,1,1,1,1,1,4,2,2,1,7,2,1,1,1,1,1,1,1,7,1,1,1,1,1,1
14/07/2020 08:17,14/07/2020 08:27,0,100,614,1,14/07/2020 08:27,R_2sYcJkeUctpl3OO,anonymous,EN,1,1,18,1,1,1,1,0,5,30,1,4,5,3,2,4,3,5,1,5,2,5,5,7,4,3,2,2,1,1,1,2,1,2,1,2,4,5,4
14/07/2020 08:16,14/07/2020 08:27,0,100,679,1,14/07/2020 08:27,R_2t04wrK2AWn9bDB,anonymous,EN,1,2,31,1,1,1,1,1,6,90,2,7,2,5,2,1,1,1,2,1,4,2,1,7,2,1,1,1,1,1,1,2,7,1,1,1,1,2,1
14/07/2020 08:18,14/07/2020 08:28,0,100,606,1,14/07/2020 08:28,R_3nkg2iQv6Ignrgi,anonymous,EN,1,1,19,1,1,1,1,0,5,10,4,5,1,4,1,1,1,4,1,2,5,5,2,6,6,2,1,1,1,1,1,2,4,3,3,2,1,5,1
14/07/2020 08:16,14/07/2020 08:28,0,100,692,1,14/07/2020 08:28,R_1lzrQwhnZPtxV0P,anonymous,EN,1,1,18,5,1,1,1,0,4,20,0,6,5,3,4,3,1,5,4,5,4,4,4,7,4,1,1,1,1,2,1,6,7,4,5,4,2,6,1
14/07/2020 08:17,14/07/2020 08:28,0,100,621,1,14/07/2020 08:28,R_3fuQwvEMnkPc0CR,anonymous,EN,1,2,29,1,2,2,1,1,6,80,2,6,2,5,1,1,1,1,5,1,4,5,4,6,6,1,1,1,1,1,1,5,7,1,5,1,1,4,1
14/07/2020 08:16,14/07/2020 08:28,0,100,708,1,14/07/2020 08:28,R_1PRWVlqyK1DYMoX,anonymous,EN,1,1,,4,1,1,1,0,5,65,0,5,5,3,1,1,1,5,1,5,1,1,1,5,1,1,1,1,1,1,1,3,7,1,3,3,3,2,1
14/07/2020 08:03,14/07/2020 08:28,0,100,1497,1,14/07/2020 08:28,R_3GuYNt0LRLYNiKL,anonymous,EN,1,1,32,1,1,1,1,0,2,95,0,1,4,2,3,5,1,6,4,5,5,4,5,6,4,2,4,1,1,2,1,6,2,5,7,5,4,6,3
14/07/2020 08:17,14/07/2020 08:28,0,100,678,1,14/07/2020 08:28,R_396NgJcyonT6MSZ,anonymous,EN,1,2,40,1,1,1,1,0,4,61,5,3,5,3,5,3,4,4,2,5,3,5,2,5,5,5,5,3,2,3,4,3,4,3,4,4,3,4,3
14/07/2020 08:17,14/07/2020 08:28,0,100,665,1,14/07/2020 08:28,R_3EcmjQTuTPfvVuH,anonymous,EN,1,2,50,1,1,2,1,0,5,50,3,5,4,3,5,1,2,2,1,5,2,1,5,7,1,1,1,5,1,1,1,5,7,5,5,5,4,5,2
14/07/2020 08:17,14/07/2020 08:28,0,100,687,1,14/07/2020 08:28,R_1pXK9yJbR1KZMSl,anonymous,EN,1,2,32,1,1,1,1,1,6,80,5,6,2,4,1,1,1,1,1,1,4,2,1,7,1,1,1,1,1,1,1,1,6,4,4,1,1,1,1
14/07/2020 08:17,14/07/2020 08:28,0,100,661,1,14/07/2020 08:28,R_2zBEw6j3h4h1S1Q,anonymous,EN,1,1,25,1,1,3,2,0,5,60,2,6,5,5,6,1,1,5,2,3,2,3,3,6,1,1,2,1,1,1,1,3,7,4,5,3,2,5,1
14/07/2020 08:13,14/07/2020 08:29,0,100,916,1,14/07/2020 08:29,R_snC6yl4xzUUpOff,anonymous,EN,1,1,24,4,2,2,1,0,2,60,0,3,5,1,3,3,4,3,5,7,5,5,6,5,5,2,3,6,3,3,2,5,7,6,5,5,5,5,4
14/07/2020 08:11,14/07/2020 08:29,0,100,1046,1,14/07/2020 08:29,R_UbaXXABlCPhZlhT,anonymous,EN,1,1,42,1,1,1,1,0,3,50,0,5,6,2,3,5,6,6,2,6,7,6,6,4,3,1,2,3,2,1,1,3,7,4,5,5,2,4,2
14/07/2020 08:18,14/07/2020 08:29,0,100,670,1,14/07/2020 08:29,R_27jMycGAecEL4wl,anonymous,EN,1,1,21,4,2,0,1,1,6,93,6,6,2,5,1,1,1,5,1,4,3,5,4,7,5,2,1,1,1,1,1,1,7,1,5,4,1,5,4
14/07/2020 08:16,14/07/2020 08:29,0,100,767,1,14/07/2020 08:29,R_1QEG51uQf5kdscx,anonymous,EN,1,1,21,1,2,2,2,0,5,85,0,5,4,4,2,1,1,1,2,5,6,4,4,6,3,1,1,1,1,1,1,1,6,2,2,2,2,3,1
14/07/2020 08:16,14/07/2020 08:29,0,100,781,1,14/07/2020 08:29,R_1o8fdEwKtSin30q,anonymous,EN,1,2,23,1,4,1,1,1,6,90,9,6,1,5,1,1,1,1,1,1,6,4,4,7,2,1,1,1,1,1,1,1,7,1,1,1,4,2,1
14/07/2020 08:14,14/07/2020 08:29,0,100,928,1,14/07/2020 08:29,R_3KCHMZE1wdq6wG1,anonymous,EN,1,2,25,1,1,1,1,0,3,42,0,5,5,4,5,2,3,4,4,5,4,5,4,5,5,2,3,3,1,1,1,6,6,4,5,4,4,4,5
14/07/2020 08:06,14/07/2020 08:29,0,100,1393,1,14/07/2020 08:29,R_Q0rKQ6EPjdtV0s1,anonymous,EN,1,2,38,1,1,1,2,1,6,82,5,6,4,4,3,1,1,1,1,1,4,4,4,6,1,1,1,1,1,1,1,2,7,2,2,2,1,2,1
14/07/2020 08:18,14/07/2020 08:29,0,100,692,1,14/07/2020 08:29,R_3nJIB0VrYgBeQFG,anonymous,EN,1,1,41,1,5,0,0,1,5,30,2,4,5,3,5,3,2,3,1,1,6,4,4,6,7,5,7,1,1,1,1,5,7,3,3,3,3,5,4
14/07/2020 08:19,14/07/2020 08:29,0,100,624,1,14/07/2020 08:29,R_2v6N9DcEuofhUor,anonymous,EN,1,2,32,1,2,2,1,1,7,94,3,7,1,5,1,1,1,1,1,2,3,2,2,7,2,1,1,1,1,1,1,1,7,2,2,2,1,2,1
14/07/2020 08:14,14/07/2020 08:30,0,100,920,1,14/07/2020 08:30,R_2OIuo2irjSWDAts,anonymous,EN,1,2,21,1,4,2,1,1,6,100,1,6,3,4,1,1,1,1,1,2,6,5,4,7,1,1,1,1,1,1,1,7,7,1,2,1,1,2,1
14/07/2020 08:14,14/07/2020 08:30,0,100,962,1,14/07/2020 08:30,R_3RyEoxugusNSOni,anonymous,EN,1,2,50,1,1,1,1,1,6,70,2,6,5,3,5,5,2,6,1,1,7,2,6,6,5,2,4,1,1,1,1,2,1,2,1,2,1,4,2
14/07/2020 08:17,14/07/2020 08:30,0,100,748,1,14/07/2020 08:30,R_eyUshZgfmEDzk7n,anonymous,EN,1,2,20,1,1,2,1,1,5,70,5,6,4,3,1,1,1,1,2,2,4,4,2,7,4,1,1,1,1,1,1,1,7,4,4,3,2,5,1
14/07/2020 08:15,14/07/2020 08:30,0,100,903,1,14/07/2020 08:30,R_0xIiqzcb7LxtSxj,anonymous,EN,1,2,25,1,1,1,1,0,5,50,3,4,5,4,2,1,1,1,5,4,5,4,7,7,4,1,1,1,1,1,1,3,6,4,4,4,1,4,1
14/07/2020 08:15,14/07/2020 08:30,0,100,918,1,14/07/2020 08:30,R_38Bu9hyrcVhmM81,anonymous,EN,1,2,25,1,1,1,1,1,5,27,3,6,2,3,1,1,1,1,2,4,5,3,4,7,2,2,3,2,1,1,1,2,6,2,2,1,1,2,2
14/07/2020 08:16,14/07/2020 08:30,0,100,855,1,14/07/2020 08:30,R_2aEalRyH4ABNQHZ,anonymous,EN,1,1,28,5,3,1,1,0,3,30,1,5,5,4,6,2,2,2,2,6,6,6,6,6,3,2,4,5,5,2,2,5,5,4,5,5,5,5,3
14/07/2020 08:14,14/07/2020 08:31,0,100,1021,1,14/07/2020 08:31,R_1JIoeiHyUMblzbX,anonymous,EN,1,1,20,1,1,2,1,1,5,30,1,5,5,3,4,3,1,5,3,6,5,6,2,4,1,1,1,2,1,1,1,4,2,4,3,4,4,4,1
14/07/2020 08:18,14/07/2020 08:31,0,100,812,1,14/07/2020 08:31,R_3QYiZHvNGEYfHLj,anonymous,EN,1,2,23,1,1,1,1,1,6,65,2,6,3,4,2,1,1,1,1,2,5,2,5,7,2,1,3,1,1,1,1,4,6,1,4,1,1,1,1
14/07/2020 08:17,14/07/2020 08:31,0,100,846,1,14/07/2020 08:31,R_OMTVsl8AxfAmOIh,anonymous,EN,1,1,54,1,1,1,1,1,6,75,1,6,5,4,1,5,1,5,1,5,4,2,6,7,1,1,1,1,1,1,1,5,7,1,5,2,1,4,2
14/07/2020 08:17,14/07/2020 08:32,0,100,864,1,14/07/2020 08:32,R_vriY4TnqoKhaW6l,anonymous,EN,1,1,36,1,3,1,1,0,2,70,0,5,4,2,1,1,1,3,4,5,5,4,4,7,1,1,1,1,1,1,1,1,4,2,2,2,2,2,1
14/07/2020 08:12,14/07/2020 08:32,0,100,1182,1,14/07/2020 08:32,R_1kRXwDqeATBIrZL,anonymous,EN,1,2,33,5,1,1,1,0,6,59,5,6,6,4,6,6,7,7,6,7,6,2,7,7,2,1,6,3,7,1,1,6,6,2,2,5,3,1,3
14/07/2020 08:15,14/07/2020 08:32,0,100,1030,1,14/07/2020 08:32,R_1Ii0bXpgFyhHspq,anonymous,EN,1,2,21,1,1,2,1,1,6,70,3,6,2,3,2,1,1,1,1,5,6,2,4,2,3,1,1,1,1,1,1,1,6,2,2,4,1,4,1
14/07/2020 08:15,14/07/2020 08:32,0,100,1040,1,14/07/2020 08:32,R_2zPfZo3fpRwYPZr,anonymous,EN,1,1,26,6,1,2,1,0,5,60,0,3,3,3,3,2,4,5,5,3,7,5,3,6,5,1,2,3,2,1,1,7,7,5,5,4,4,5,3
14/07/2020 08:15,14/07/2020 08:32,0,100,1036,1,14/07/2020 08:32,R_bI2GMycyyOMZpbb,anonymous,EN,1,2,35,1,1,1,1,0,3,60,0,5,4,3,3,1,1,6,3,5,4,4,4,6,2,3,1,2,2,1,1,5,7,4,4,4,4,4,1
14/07/2020 08:14,14/07/2020 08:33,0,100,1117,1,14/07/2020 08:33,R_AiCnOKxMJmhf15v,anonymous,EN,1,1,24,11,1,1,1,0,2,75,0,2,6,2,6,3,5,5,2,3,1,3,2,7,5,2,2,2,1,2,1,2,6,3,5,3,2,2,3
14/07/2020 08:17,14/07/2020 08:33,0,100,970,1,14/07/2020 08:33,R_WDy5X9SJS0qUOUV,anonymous,EN,1,1,37,14,1,2,1,0,3,70,0,3,6,4,5,1,1,2,2,3,2,3,3,5,3,1,1,1,1,1,1,2,6,4,3,3,3,2,3
14/07/2020 08:17,14/07/2020 08:33,0,100,978,1,14/07/2020 08:33,R_2iyy49BELDEI1Tr,anonymous,EN,1,2,34,1,1,1,1,1,5,64,3,6,6,3,6,6,6,6,4,7,7,7,7,7,6,1,4,5,6,5,2,7,7,6,6,6,6,6,6
14/07/2020 08:17,14/07/2020 08:33,0,100,954,1,14/07/2020 08:33,R_2OHbOm953ZWc3GD,anonymous,EN,1,2,37,5,1,1,1,1,6,66,1,5,6,3,3,5,3,4,2,5,6,4,4,6,6,2,4,2,2,3,2,3,6,3,4,4,3,3,2
14/07/2020 08:14,14/07/2020 08:34,0,100,1201,1,14/07/2020 08:34,R_ypxRyZ6EPM2ZtND,anonymous,EN,1,1,35,5,1,1,1,1,5,70,1,6,5,3,2,3,1,5,2,6,1,2,4,7,2,1,3,1,1,1,1,1,6,3,1,1,1,1,1
14/07/2020 08:16,14/07/2020 08:34,0,100,1082,1,14/07/2020 08:34,R_3CJenqZmw7M13Kx,anonymous,EN,1,2,18,1,2,1,1,1,6,70,8,6,2,4,1,3,1,3,1,2,2,4,3,7,3,2,1,1,1,2,1,2,7,2,2,3,1,1,1
14/07/2020 08:15,14/07/2020 08:34,0,100,1101,1,14/07/2020 08:34,R_PRoV73SzoClTuzD,anonymous,EN,1,2,25,5,1,1,1,1,7,98,9,7,3,5,1,1,1,1,1,1,6,1,4,7,1,1,1,1,1,1,1,1,7,2,3,2,2,5,1
14/07/2020 08:16,14/07/2020 08:34,0,100,1060,1,14/07/2020 08:34,R_3PBmBa9Is6ubYjD,anonymous,EN,1,1,32,1,1,1,1,0,4,50,2,3,4,2,1,4,1,6,1,2,6,4,1,6,4,2,1,1,1,1,1,1,7,2,4,3,4,3,1
14/07/2020 08:15,14/07/2020 08:34,0,100,1154,1,14/07/2020 08:34,R_245YYq1MtX9aCxC,anonymous,EN,1,1,55,1,1,2,1,1,7,85,10,7,1,5,1,1,1,1,1,1,7,1,1,7,7,1,1,1,1,1,1,1,7,1,1,1,1,1,1
14/07/2020 08:27,14/07/2020 08:35,0,100,513,1,14/07/2020 08:35,R_1gc3FkrZh06iGBO,anonymous,EN,1,1,18,5,1,1,1,0,5,70,1,5,6,2,5,2,1,1,5,4,6,3,5,7,5,1,1,3,1,2,1,5,7,1,3,3,2,5,1
14/07/2020 08:17,14/07/2020 08:36,0,100,1100,1,14/07/2020 08:36,R_1FDFu0UwyHE8ydo,anonymous,EN,1,5,19,1,1,2,1,1,7,85,4,7,1,5,1,1,1,1,1,1,1,1,1,7,4,1,1,1,1,1,1,1,7,1,1,1,1,4,1
14/07/2020 08:04,14/07/2020 08:36,0,100,1896,1,14/07/2020 08:36,R_31hKVVxAReac2Eq,anonymous,EN,1,1,37,1,1,1,1,1,5,60,6,7,3,5,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2
14/07/2020 08:15,14/07/2020 08:36,0,100,1257,1,14/07/2020 08:36,R_1OPph12kD6JomF2,anonymous,EN,1,2,64,2,1,1,1,0,4,31,1,4,5,2,4,1,2,1,2,2,1,2,1,3,1,1,1,1,2,1,1,3,7,4,4,4,2,4,2
14/07/2020 08:13,14/07/2020 08:37,0,100,1427,1,14/07/2020 08:37,R_0uN4PbA3KzUk0AV,anonymous,EN,1,1,20,5,1,1,1,0,4,50,8,3,4,3,1,4,4,5,4,6,6,1,1,7,4,1,3,1,1,1,1,7,7,4,6,5,1,6,1
14/07/2020 08:17,14/07/2020 08:38,0,100,1241,1,14/07/2020 08:38,R_1DFS80vFuY6qtn0,anonymous,EN,1,2,28,7,1,2,1,1,6,80,6,7,5,5,3,1,1,3,1,5,1,1,3,7,2,2,1,6,1,1,1,1,7,4,1,1,1,1,1
14/07/2020 08:20,14/07/2020 08:38,0,100,1080,1,14/07/2020 08:38,R_7Pa8gjTWKe9EgWl,anonymous,EN,1,2,40,1,1,1,1,0,5,95,0,3,6,2,6,1,1,6,5,5,5,4,2,5,1,1,4,7,6,1,1,7,7,7,6,7,5,2,1
14/07/2020 08:16,14/07/2020 08:38,0,100,1334,1,14/07/2020 08:38,R_2D09jCwBa4DA5V9,anonymous,EN,1,2,28,1,1,2,2,0,1,81,0,2,7,2,1,5,5,6,1,6,5,5,6,7,7,6,2,1,7,1,1,6,1,1,1,5,1,2,1
14/07/2020 08:22,14/07/2020 08:38,0,100,958,1,14/07/2020 08:38,R_21h4a6jMnvYvPFf,anonymous,EN,1,2,23,1,1,2,1,0,5,71,0,6,4,4,1,1,1,6,2,1,7,3,6,7,1,1,1,1,1,1,1,3,7,4,4,4,3,4,1
14/07/2020 08:16,14/07/2020 08:39,0,100,1371,1,14/07/2020 08:39,R_1guWm6i6mEs7Q78,anonymous,EN,1,2,25,1,1,1,1,0,5,77,0,5,5,3,1,1,1,1,2,2,7,5,5,7,5,2,1,1,1,1,1,3,7,3,2,2,1,2,2
14/07/2020 08:25,14/07/2020 08:40,0,100,888,1,14/07/2020 08:40,R_1Pd6uTWjWWBVTAO,anonymous,EN,1,1,21,1,1,1,1,0,2,95,0,2,7,1,7,7,5,7,5,7,2,2,3,4,5,7,7,6,4,3,3,6,1,7,7,7,7,7,7
14/07/2020 08:02,14/07/2020 08:40,0,100,2307,1,14/07/2020 08:40,R_1hROqHyedqXhKkI,anonymous,EN,1,2,29,1,3,3,1,1,6,10,3,7,1,5,1,1,1,1,1,1,1,2,1,7,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1
